5,156
13,156
2,157
6,157
14,157
29,157
1,449
6,449
10,449
13,449
1,456
3,456
5,456
8,456
8,497
19,497
28,497
35,497
11,13
18,13
24,13
31,13
6,161
12,161
17,192
21,192
2,327
6,327
11,327
17,327
